championship_name,event__name,round_name,rank,name,dob,score
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,11,SADEGHIAN Armina,22 Jan 2002,194
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,12,DHIYAANISA Audrey Zahra,10 Nov 2004,195
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,13,ALTUKHOVA Arina,23 Sep 2003,197
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,14,LE Alexandra,03 May 2004,192
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,15,KHEDMATI Najmeh,09 Jun 1996,192
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,16,MARTINA Lindsay P Veloso,27 Oct 1999,189
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,17,BUDRUDDIN Alia Husna,17 Feb 2001,194
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,18,KAUSHIK Manini,23 Oct 2000,190
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,19,LEE Kyerim,31 Aug 1990,194
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,20,DARYANTI Monica,30 Jul 1994,190
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,21,SER Xiang Wei Jasmine,24 Sep 1990,191
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,22,MOHPRASIT Jayden Jitrawee,01 Nov 2005,195
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,23,ACUÑA Amparo Teresa,10 Jun 1997,193
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,24,OLZVOIBAATAR Yanjinlkham,22 Oct 1990,194
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,25,TAN Adele Qian Xiu,31 Mar 1999,190
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,26,MATSUMOTO Yasuyo,21 Nov 1990,191
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,27,NAKAGUCHI Haruka,13 Jan 1998,186
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,28,AL TARSHI Amina Khamis Abdullah,10 Jan 1989,193
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,29,AHMADI Elaheh,31 May 1982,190
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,30,PLENGSAENGTHONG Ratchadaporn,25 Jul 1988,190
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,31,KHONGNIL Sirijit,,194
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,32,CHULUUNBADRAKH Narantuya,,190
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,33,ALDOSERI Safa Mohamed Salman Duaij,,192
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,34,MOHAMED TAIBI Nur Suryani,,192
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,35,TOYYIBA Vidya Rafika Rahmatan,,187
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,36,AL- HASANI Siham Nasser Said,,189
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,37,PHI Thanh Thao,09 May 2004,188
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,38,MOHAMED Fawzia Mohamed Moosa Ali,,186
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,39,KOLY Kamrun Nahar,02 Oct 2001,191
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,40,ALDOSERI Sara Rashed Abdulla,,188
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,41,SUNG Yu Ting,,186
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,42,AL-ASEIRI Matara,,187
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,43,AREFIN Shaira,16 Dec 2004,184
2022 Asian Games,50m Rifle 3 Positions Women,Qualification,44,SHAMSI Nusrat Jahan,,180
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,1,ZHANG Qiongyue Kneeling,,198
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,1,XIA Siyu Kneeling,,200
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,1,HAN Jiayu Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,2,KAUSHIK Manini Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,2,SAMRA Sift Kaur Kneeling,,197
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,2,CHOUKSEY Ashi Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,3,LEE Kyerim Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,3,LEE Eunseo Kneeling,,199
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,3,BAE Sanghee Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,4,LE Alexandra Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,4,ALTUKHOVA Arina Kneeling,,197
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,4,BEZRUKOVA Yelizaveta Kneeling,,198
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,5,NAKAGUCHI Haruka Kneeling,,186
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,5,MATSUMOTO Yasuyo Kneeling,,191
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,5,HIRATA Shiori Kneeling,,199
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,6,AHMADI Elaheh Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,6,KHEDMATI Najmeh Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,6,SADEGHIAN Armina Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,7,OLZVOIBAATAR Yanjinlkham Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,7,OYUNBAT Yesugen Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,7,CHULUUNBADRAKH Narantuya Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,8,TAN Adele Qian Xiu Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,8,MARTINA Lindsay P Veloso Kneeling,,189
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,8,SER Xiang Wei Jasmine Kneeling,,191
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,9,DARYANTI Monica Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,9,TOYYIBA Vidya Rafika Rahmatan Kneeling,,187
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,9,DHIYAANISA Audrey Zahra Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,10,KHONGNIL Sirijit Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,10,MOHPRASIT Jayden Jitrawee Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,10,PLENGSAENGTHONG Ratchadaporn Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,11,ALDOSERI Sara Rashed Abdulla Kneeling,,188
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,11,MOHAMED Fawzia Mohamed Moosa Kneeling,,186
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,11,ALDOSERI Safa Mohamed Salman Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,12,KOLY Kamrun Nahar Kneeling,,191
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,12,SHAMSI Nusrat Jahan Kneeling,,180
2022 Asian Games,50m Rifle 3 Positions Team Women,Final,12,AREFIN Shaira Kneeling,,184
2022 Asian Games,10m Air Pistol Women,Final,1,Palak,,242.1
2022 Asian Games,10m Air Pistol Women,Final,2,SINGH Esha,01 Jan 2005,239.7
2022 Asian Games,10m Air Pistol Women,Final,3,TALAT Kishmala,18 Jun 2002,218.2
2022 Asian Games,10m Air Pistol Women,Final,4,WU Chiaying,25 Oct 1992,199.3
2022 Asian Games,10m Air Pistol Women,Final,5,JIANG Ranxin,02 May 2000,176.8
2022 Asian Games,10m Air Pistol Women,Final,6,TRINH Thu Vinh,21 Sep 2000,156.2
2022 Asian Games,10m Air Pistol Women,Final,7,ZHAO Nan,14 May 2004,136.4
2022 Asian Games,10m Air Pistol Women,Final,8,SHING Ho Ching,01 Mar 1994,116.4
2022 Asian Games,10m Air Pistol Women,Qualification,1,ZHAO Nan,14 May 2004,581-21x
2022 Asian Games,10m Air Pistol Women,Qualification,2,JIANG Ranxin,02 May 2000,581-21x
2022 Asian Games,10m Air Pistol Women,Qualification,3,TALAT Kishmala,18 Jun 2002,580-20x
2022 Asian Games,10m Air Pistol Women,Qualification,4,TRINH Thu Vinh,21 Sep 2000,580-17x
2022 Asian Games,10m Air Pistol Women,Qualification,5,SINGH Esha,01 Jan 2005,579-17x
2022 Asian Games,10m Air Pistol Women,Qualification,6,WU Chiaying,25 Oct 1992,578-21x
2022 Asian Games,10m Air Pistol Women,Qualification,7,Palak,,577-23x
2022 Asian Games,10m Air Pistol Women,Qualification,8,SHING Ho Ching,01 Mar 1994,576-13x
2022 Asian Games,10m Air Pistol Women,Qualification,9,KIM Bomi,11 Oct 1998,575-16x
2022 Asian Games,10m Air Pistol Women,Qualification,10,THADIGOL SUBBARAJU Divya,14 Aug 1995,575-10x
2022 Asian Games,10m Air Pistol Women,Qualification,11,LI Xue,20 Jan 2000,574-24x
2022 Asian Games,10m Air Pistol Women,Qualification,12,YANG Jiin,20 May 2003,574-22x
2022 Asian Games,10m Air Pistol Women,Qualification,13,CHAMPALAT Natsara,09 Mar 2003,574-17x
2022 Asian Games,10m Air Pistol Women,Qualification,14,LIU Heng Yu,28 Mar 2003,574-15x
2022 Asian Games,10m Air Pistol Women,Qualification,15,ROSTAMIYAN Haniyeh,11 Sep 1998,573-14x
2022 Asian Games,10m Air Pistol Women,Qualification,16,YUNUSMETOVA Irina,25 Nov 2001,573-13x
2022 Asian Games,10m Air Pistol Women,Qualification,17,DARMOYO Arista Perdana Putri,05 Apr 2005,573-12x
2022 Asian Games,10m Air Pistol Women,Qualification,18,TEH Xiu Hong,11 Mar 1994,572-20x
2022 Asian Games,10m Air Pistol Women,Qualification,19,YU Ai-Wen,27 Dec 1995,571-17x
2022 Asian Games,10m Air Pistol Women,Qualification,20,SEBGHATOLLAHI Golnoush,20 Dec 1990,571-17x
2022 Asian Games,10m Air Pistol Women,Qualification,21,SAENCHA Kamonlak,01 Oct 2007,571-14x
2022 Asian Games,10m Air Pistol Women,Qualification,22,NGUYEN Thuy Trang,15 Jul 2004,570-16x
2022 Asian Games,10m Air Pistol Women,Qualification,23,GHORBANI Mina,02 Nov 1993,570-14x
2022 Asian Games,10m Air Pistol Women,Qualification,24,ENKHBAT Khishigdelger,23 Apr 1995,570-14x
2022 Asian Games,10m Air Pistol Women,Qualification,25,BIBIANA NG Pei Chin,16 Jun 1977,569-19x
2022 Asian Games,10m Air Pistol Women,Qualification,26,SASAKI Chizuru,02 Dec 1985,569-17x
2022 Asian Games,10m Air Pistol Women,Qualification,27,MOHD ARIFIN Nurul Syasya Nadiah,19 Dec 2002,569-16x
2022 Asian Games,10m Air Pistol Women,Qualification,28,TUMURCHUDUR Bayartsetseg,08 Aug 1988,569-15x
2022 Asian Games,10m Air Pistol Women,Qualification,29,QUIROZ Franchette Shayne,01 Oct 1996,569-14x
2022 Asian Games,10m Air Pistol Women,Qualification,30,YAMADA Satoko,26 Feb 1995,569-13x
2022 Asian Games,10m Air Pistol Women,Qualification,31,BUBPHACHAT Surassawadee,,569-11x
2022 Asian Games,10m Air Pistol Women,Qualification,32,TSOLMONBAATAR Anudari,,568-16x
2022 Asian Games,10m Air Pistol Women,Qualification,33,ANTU Anjila Amjad,,567-15x
2022 Asian Games,10m Air Pistol Women,Qualification,34,JOSELINE CHEAH Lee Yean,,567-13x
2022 Asian Games,10m Air Pistol Women,Qualification,35,LEE Siyoon,,567-12x
2022 Asian Games,10m Air Pistol Women,Qualification,36,ASYIFA Rihadatul,,565-11x
2022 Asian Games,10m Air Pistol Women,Qualification,37,AXENOVA Olga,30 Aug 1998,565-11x
2022 Asian Games,10m Air Pistol Women,Qualification,38,TEO Shun Xie,30 Sep 1988,564-19x
2022 Asian Games,10m Air Pistol Women,Qualification,39,NGUYEN Thi Huong,11 Oct 1998,564-12x
2022 Asian Games,10m Air Pistol Women,Qualification,40,ABU RABEE Asma,,562-11x
2022 Asian Games,10m Air Pistol Women,Qualification,41,ERGASHBOEVA Sitora,,561
2022 Asian Games,10m Air Pistol Women,Qualification,42,TEH Xiu Yi,08 Feb 1996,558-10x
2022 Asian Games,10m Air Pistol Women,Qualification,43,ZAITSU Mika,24 May 1992,557-13x
2022 Asian Games,10m Air Pistol Women,Qualification,44,ALAM Fahmida,,557
2022 Asian Games,10m Air Pistol Women,Qualification,45,ALKILANI Hebah,,557
2022 Asian Games,10m Air Pistol Women,Qualification,46,ALRAIMI Yasameen Nabil Mohammed,,555-11x
2022 Asian Games,10m Air Pistol Women,Qualification,47,HOI Chi Wai,,553
2022 Asian Games,10m Air Pistol Women,Qualification,48,ALSHUHAIL Ghaya,,551-11x
2022 Asian Games,10m Air Pistol Women,Qualification,49,CHAO Cho Sin,,551
2022 Asian Games,10m Air Pistol Women,Qualification,50,ALIMBEK Saule,,549
2022 Asian Games,10m Air Pistol Women,Qualification,51,MOHAMUD Nasra,,549
2022 Asian Games,10m Air Pistol Women,Qualification,52,CHAO Mei Kam,,547
2022 Asian Games,10m Air Pistol Women,Qualification,53,ASA Armin,,546
2022 Asian Games,10m Air Pistol Women,Qualification,54,AWAD Amerah,,536
2022 Asian Games,10m Air Pistol Women,Qualification,55,ALNAGGAR Ahlam Gamil Hussein Saleh,,532
2022 Asian Games,10m Air Pistol Women,Qualification,56,BALDIVINO Elvie,,524
2022 Asian Games,10m Air Pistol Team Women,Final,1,ZHAO Nan,14 May 2004,581-21x
2022 Asian Games,10m Air Pistol Team Women,Final,1,LI Xue,20 Jan 2000,574-24x
2022 Asian Games,10m Air Pistol Team Women,Final,1,JIANG Ranxin,02 May 2000,581-21x
2022 Asian Games,10m Air Pistol Team Women,Final,2,THADIGOL SUBBARAJU Divya,14 Aug 1995,575-10x
2022 Asian Games,10m Air Pistol Team Women,Final,2,SINGH Esha,01 Jan 2005,579-17x
2022 Asian Games,10m Air Pistol Team Women,Final,2,Palak,,577-23x
2022 Asian Games,10m Air Pistol Team Women,Final,3,WU Chiaying,25 Oct 1992,578-21x
2022 Asian Games,10m Air Pistol Team Women,Final,3,LIU Heng Yu,28 Mar 2003,574-15x
2022 Asian Games,10m Air Pistol Team Women,Final,3,YU Ai-Wen,27 Dec 1995,571-17x
2022 Asian Games,10m Air Pistol Team Women,Final,4,YANG Jiin,20 May 2003,574-22x
2022 Asian Games,10m Air Pistol Team Women,Final,4,LEE Siyoon,,567-12x
2022 Asian Games,10m Air Pistol Team Women,Final,4,KIM Bomi,11 Oct 1998,575-16x
2022 Asian Games,10m Air Pistol Team Women,Final,5,ROSTAMIYAN Haniyeh,11 Sep 1998,573-14x
2022 Asian Games,10m Air Pistol Team Women,Final,5,SEBGHATOLLAHI Golnoush,20 Dec 1990,571-17x
2022 Asian Games,10m Air Pistol Team Women,Final,5,GHORBANI Mina,02 Nov 1993,570-14x
2022 Asian Games,10m Air Pistol Team Women,Final,6,NGUYEN Thuy Trang,15 Jul 2004,570-16x
2022 Asian Games,10m Air Pistol Team Women,Final,6,NGUYEN Thi Huong,11 Oct 1998,564-12x
2022 Asian Games,10m Air Pistol Team Women,Final,6,TRINH Thu Vinh,21 Sep 2000,580-17x
2022 Asian Games,10m Air Pistol Team Women,Final,7,SAENCHA Kamonlak,01 Oct 2007,571-14x
2022 Asian Games,10m Air Pistol Team Women,Final,7,CHAMPALAT Natsara,09 Mar 2003,574-17x
2022 Asian Games,10m Air Pistol Team Women,Final,7,BUBPHACHAT Surassawadee,,569-11x
2022 Asian Games,10m Air Pistol Team Women,Final,8,TSOLMONBAATAR Anudari,,568-16x
2022 Asian Games,10m Air Pistol Team Women,Final,8,ENKHBAT Khishigdelger,23 Apr 1995,570-14x
2022 Asian Games,10m Air Pistol Team Women,Final,8,TUMURCHUDUR Bayartsetseg,08 Aug 1988,569-15x
2022 Asian Games,10m Air Pistol Team Women,Final,9,MOHD ARIFIN Nurul Syasya Nadiah,19 Dec 2002,569-16x
2022 Asian Games,10m Air Pistol Team Women,Final,9,JOSELINE CHEAH Lee Yean,,567-13x
2022 Asian Games,10m Air Pistol Team Women,Final,9,BIBIANA NG Pei Chin,16 Jun 1977,569-19x
2022 Asian Games,10m Air Pistol Team Women,Final,10,YAMADA Satoko,26 Feb 1995,569-13x
2022 Asian Games,10m Air Pistol Team Women,Final,10,ZAITSU Mika,24 May 1992,557-13x
2022 Asian Games,10m Air Pistol Team Women,Final,10,SASAKI Chizuru,02 Dec 1985,569-17x
2022 Asian Games,10m Air Pistol Team Women,Final,11,TEH Xiu Hong,11 Mar 1994,572-20x
2022 Asian Games,10m Air Pistol Team Women,Final,11,TEH Xiu Yi,08 Feb 1996,558-10x
2022 Asian Games,10m Air Pistol Team Women,Final,11,TEO Shun Xie,30 Sep 1988,564-19x
2022 Asian Games,10m Air Pistol Team Women,Final,12,ALIMBEK Saule,,549
2022 Asian Games,10m Air Pistol Team Women,Final,12,YUNUSMETOVA Irina,25 Nov 2001,573-13x
2022 Asian Games,10m Air Pistol Team Women,Final,12,AXENOVA Olga,30 Aug 1998,565-11x
2022 Asian Games,10m Air Pistol Team Women,Final,13,ASA Armin,,546
2022 Asian Games,10m Air Pistol Team Women,Final,13,ANTU Anjila Amjad,,567-15x
2022 Asian Games,10m Air Pistol Team Women,Final,13,ALAM Fahmida,,557
2022 Asian Games,10m Air Pistol Team Women,Final,14,HOI Chi Wai,,553
2022 Asian Games,10m Air Pistol Team Women,Final,14,CHAO Cho Sin,,551
2022 Asian Games,10m Air Pistol Team Women,Final,14,CHAO Mei Kam,,547
2022 Asian Games,25m Pistol Women,Final,1,LIU Rui,18 Jan 2000,38
2022 Asian Games,25m Pistol Women,Final,2,SINGH Esha,01 Jan 2005,34
2022 Asian Games,25m Pistol Women,Final,3,YANG Jiin,20 May 2003,29
2022 Asian Games,25m Pistol Women,Final,4,FENG Sixuan,16 Nov 2002,26
2022 Asian Games,25m Pistol Women,Final,5,BHAKER Manu,18 Feb 2002,21
2022 Asian Games,25m Pistol Women,Final,6,ROSTAMIYAN Haniyeh,11 Sep 1998,14
2022 Asian Games,25m Pistol Women,Final,7,TEO Shun Xie,30 Sep 1988,11
2022 Asian Games,25m Pistol Women,Final,8,WU Chiaying,25 Oct 1992,7
2022 Asian Games,25m Pistol Women,Qualifications Rapid,1,BHAKER Manu,18 Feb 2002,294
2022 Asian Games,25m Pistol Women,Qualifications Rapid,2,FENG Sixuan,16 Nov 2002,292
2022 Asian Games,25m Pistol Women,Qualifications Rapid,3,LIU Rui,18 Jan 2000,291
2022 Asian Games,25m Pistol Women,Qualifications Rapid,4,YANG Jiin,20 May 2003,289
2022 Asian Games,25m Pistol Women,Qualifications Rapid,5,SINGH Esha,01 Jan 2005,292
2022 Asian Games,25m Pistol Women,Qualifications Rapid,6,ROSTAMIYAN Haniyeh,11 Sep 1998,291
2022 Asian Games,25m Pistol Women,Qualifications Rapid,7,SANGWAN Rhythm,29 Nov 2003,290
2022 Asian Games,25m Pistol Women,Qualifications Rapid,8,TEO Shun Xie,30 Sep 1988,289
2022 Asian Games,25m Pistol Women,Qualifications Rapid,9,ZHAO Nan,14 May 2004,291
2022 Asian Games,25m Pistol Women,Qualifications Rapid,10,WU Chiaying,25 Oct 1992,288
2022 Asian Games,25m Pistol Women,Qualifications Rapid,11,TEH Xiu Hong,11 Mar 1994,287
2022 Asian Games,25m Pistol Women,Qualifications Rapid,12,TALAT Kishmala,18 Jun 2002,289
2022 Asian Games,25m Pistol Women,Qualifications Rapid,13,TIEN Chia Chen,20 Dec 1983,289
2022 Asian Games,25m Pistol Women,Qualifications Rapid,14,SIM Eunji,03 Jan 2000,285
2022 Asian Games,25m Pistol Women,Qualifications Rapid,15,SASAKI Chizuru,02 Dec 1985,292
2022 Asian Games,25m Pistol Women,Qualifications Rapid,16,YAMADA Satoko,26 Feb 1995,285
2022 Asian Games,25m Pistol Women,Qualifications Rapid,17,NGUYEN Thuy Trang,15 Jul 2004,284
2022 Asian Games,25m Pistol Women,Qualifications Rapid,18,KIM Lana,12 Nov 1989,285
2022 Asian Games,25m Pistol Women,Qualifications Rapid,19,PRUCKSAKORN Tanyaporn,08 Jan 1990,290
2022 Asian Games,25m Pistol Women,Qualifications Rapid,20,AZHARI Alia Sazana,09 Dec 1991,282
2022 Asian Games,25m Pistol Women,Qualifications Rapid,21,TU YI Yi Tzu,11 Feb 1991,291
2022 Asian Games,25m Pistol Women,Qualifications Rapid,22,TUMURCHUDUR Bayarmaa,01 Sep 1984,283
2022 Asian Games,25m Pistol Women,Qualifications Rapid,23,TUMURCHUDUR Bayartsetseg,08 Aug 1988,286
2022 Asian Games,25m Pistol Women,Qualifications Rapid,24,ZAITSU Mika,24 May 1992,288
2022 Asian Games,25m Pistol Women,Qualifications Rapid,25,NGUYEN Thi Huong,11 Oct 1998,281
2022 Asian Games,25m Pistol Women,Qualifications Rapid,26,TEH Xiu Yi,08 Feb 1996,284
2022 Asian Games,25m Pistol Women,Qualifications Rapid,27,TRINH Thu Vinh,21 Sep 2000,292
2022 Asian Games,25m Pistol Women,Qualifications Rapid,28,CHAMPALAT Natsara,09 Mar 2003,284
2022 Asian Games,25m Pistol Women,Qualifications Rapid,29,AXENOVA Olga,30 Aug 1998,283
2022 Asian Games,25m Pistol Women,Qualifications Rapid,30,HIRUNPHOEM Kanyakorn,04 Jun 2001,282
2022 Asian Games,25m Pistol Women,Qualifications Rapid,31,SEBGHATOLLAHI Golnoush,20 Dec 1990,284
2022 Asian Games,25m Pistol Women,Qualifications Rapid,32,QUIROZ Franchette Shayne,01 Oct 1996,287
2022 Asian Games,25m Pistol Women,Qualifications Rapid,33,BIBIANA NG Pei Chin,16 Jun 1977,286
2022 Asian Games,25m Pistol Women,Qualifications Rapid,34,MOHAMUD Nasra,,277
2022 Asian Games,25m Pistol Women,Qualifications Rapid,35,CHAO Mei Kam,,284
2022 Asian Games,25m Pistol Women,Qualifications Rapid,36,ALIMBEK Saule,,282
2022 Asian Games,25m Pistol Women,Qualifications Rapid,37,YUNUSMETOVA Irina,25 Nov 2001,285
2022 Asian Games,25m Pistol Women,Qualifications Rapid,38,OTRYAD Gundegmaa,,270
2022 Asian Games,25m Pistol Women,Qualifications Rapid,39,TOUMARI ALILEHSAR Zeynab,,282
2022 Asian Games,25m Pistol Women,Qualifications Rapid,40,HOI Chi Wai,,274
2022 Asian Games,25m Pistol Women,Qualifications Rapid,41,AWAD Amerah,,268
2022 Asian Games,25m Pistol Women,Qualifications Rapid,42,CHAO Cho Sin,,273
2022 Asian Games,25m Pistol Women,Qualifications Rapid,43,BALDIVINO Elvie,,261
2022 Asian Games,25m Pistol Team Women,Final,295,293 883 1759-68x,,583-23x
2022 Asian Games,25m Pistol Team Women,Final,293,297 882 1756-67x,,587-17x
2022 Asian Games,25m Pistol Team Women,Final,294,292 883 1742-53x,,577-16x
2022 Asian Games,25m Pistol Team Women,Final,287,292 869 1737-62x,,576-14x
2022 Asian Games,25m Pistol Team Women,Final,291,291 876 1736-49x,,583-22x
2022 Asian Games,25m Pistol Team Women,Final,292,287 865 1730-36x,,579-12x
2022 Asian Games,25m Pistol Team Women,Final,291,288 863 1720-49x,,571-16x
2022 Asian Games,25m Pistol Team Women,Final,288,281 854 1710-51x,,568-14x
2022 Asian Games,25m Pistol Team Women,Final,281,288 862 1701-60x,,574-20x
2022 Asian Games,25m Pistol Team Women,Final,265,287 836 1693-49x,,566-11x
2022 Asian Games,25m Pistol Team Women,Final,272,275 829 1679-36x,,567-11x
2022 Asian Games,25m Pistol Team Women,Final,266,261 791 1622-22x,,558-10x
2022 Asian Games,Trap Women,Final,1,ZHANG Xinqiu,03 Sep 1994,47
2022 Asian Games,Trap Women,Final,2,WU Cuicui,16 Dec 1987,43
2022 Asian Games,Trap Women,Final,3,DMITRIYENKO Mariya,24 Mar 1988,34
2022 Asian Games,Trap Women,Final,4,DOSMAGAMBETOVA Aizhan,06 Jul 1997,27
2022 Asian Games,Trap Women,Final,5,ALHAWAL Shahad,06 Mar 1987,21
2022 Asian Games,Trap Women,Final,6,KEER Manisha,15 Jul 1999,16
2022 Asian Games,Trap Women,Qualifications Stage 2,1,WU Cuicui,16 Dec 1987,124
2022 Asian Games,Trap Women,Qualifications Stage 2,2,ZHANG Xinqiu,03 Sep 1994,118
2022 Asian Games,Trap Women,Qualifications Stage 2,3,LI Qingnian,23 Mar 1981,115
2022 Asian Games,Trap Women,Qualifications Stage 2,4,DMITRIYENKO Mariya,24 Mar 1988,115
2022 Asian Games,Trap Women,Qualifications Stage 2,5,KEER Manisha,15 Jul 1999,2
2022 Asian Games,Trap Women,Qualifications Stage 2,6,ALHAWAL Shahad,06 Mar 1987,1
2022 Asian Games,Trap Women,Qualifications Stage 2,7,DOSMAGAMBETOVA Aizhan,06 Jul 1997,0
2022 Asian Games,Trap Women,Qualifications Stage 2,8,CHO Seonah,02 Aug 1997,113
2022 Asian Games,Trap Women,Qualifications Stage 2,9,RAJAK Preeti,06 Nov 2002,112
2022 Asian Games,Trap Women,Qualifications Stage 2,10,KORBAN Lea,18 Jan 1999,112
2022 Asian Games,Trap Women,Qualifications Stage 2,11,Rajeshwari Kumari,,111
2022 Asian Games,Trap Women,Qualifications Stage 2,12,LIN Yi Chun,05 Jul 1981,110
2022 Asian Games,Trap Women,Qualifications Stage 2,13,LEE Bona,22 Jul 1981,110
2022 Asian Games,Trap Women,Qualifications Stage 2,14,BUARKI Marwa Ahmed Mohamed Ahmed,28 Mar 2001,108
2022 Asian Games,Trap Women,Qualifications Stage 2,15,PRILEPINA Anastassiya,28 Dec 2002,107
2022 Asian Games,Trap Women,Qualifications Stage 2,16,KANG Geeeun,15 Oct 1990,107
2022 Asian Games,Trap Women,Qualifications Stage 2,17,PARVARESH,,105
2022 Asian Games,Trap Women,Qualifications Stage 2,18,SAFITRI Adylia,09 Feb 1994,104
2022 Asian Games,Trap Women,Qualifications Stage 2,19,LIU Wan Yu,16 Jul 1995,103
2022 Asian Games,Trap Women,Qualifications Stage 2,20,HOANG Thi Tuat,19 Jul 1982,103
2022 Asian Games,Trap Women,Qualifications Stage 2,21,ABDULMALIK Hajar,04 Sep 1995,102
2022 Asian Games,Trap Women,Qualifications Stage 2,22,ALHAWAL Sarah,06 Mar 1987,102
2022 Asian Games,Trap Women,Qualifications Stage 2,23,AL-KHALAF Kholoud,18 Dec 1977,100
2022 Asian Games,Trap Women,Qualifications Stage 2,24,NGUYEN Thi Tuyet Mai,28 Jun 1983,96
2022 Asian Games,Trap Women,Qualifications Stage 2,25,ALYASSI Ayesha,07 Feb 1994,92
2022 Asian Games,Trap Team Women,Final,1,ZHANG Xinqiu,03 Sep 1994,118
2022 Asian Games,Trap Team Women,Final,1,WU Cuicui,16 Dec 1987,124
2022 Asian Games,Trap Team Women,Final,1,LI Qingnian,23 Mar 1981,115
2022 Asian Games,Trap Team Women,Final,2,RAJAK Preeti,06 Nov 2002,112
2022 Asian Games,Trap Team Women,Final,2,Rajeshwari Kumari,,111
2022 Asian Games,Trap Team Women,Final,2,KEER Manisha,15 Jul 1999,114
2022 Asian Games,Trap Team Women,Final,3,PRILEPINA Anastassiya,28 Dec 2002,107
2022 Asian Games,Trap Team Women,Final,3,DOSMAGAMBETOVA Aizhan,06 Jul 1997,114
2022 Asian Games,Trap Team Women,Final,3,DMITRIYENKO Mariya,24 Mar 1988,115
